Id,Name,IsMandatory,IsProhibited,CanonicalName,Aliases,IsActive,IsCondiment,GeneratedAliasCount,ReviewSuggested
00cc5a9b-8460-4c0c-89ad-4ec468e06d40,Patlıcan,f,f,Patlıcan,"[""Patlıcan"", ""patlican"", ""eggplant"", ""aubergine"", ""kemer patlıcanı"", ""kemer-patlıcanı"", ""kemerpatlıcanı"", ""kemer-patlicani"", ""kemer patlicani"", ""kemerpatlicani"", ""çarliston patlıcanı"", ""çarliston-patlıcanı"", ""çarlistonpatlıcanı"", ""carliston-patlicani"", ""carliston patlicani"", ""carlistonpatlicani""]",t,f,16,False
02408150-f4ff-4c0d-b09e-f7793f498e32,Tavuk Göğsü,f,f,Tavuk Göğsü,"[""Tavuk Göğsü"", ""tavuk-göğsü"", ""tavukgöğsü"", ""tavuk-gogsu"", ""tavuk gogsu"", ""tavukgogsu"", ""chicken breast"", ""chicken-breast"", ""chickenbreast"", ""chicken fillet"", ""chicken-fillet"", ""chickenfillet"", ""chicken filet"", ""chicken-filet"", ""chickenfilet"", ""skinless chicken breast"", ""skinless-chicken-breast"", ""skinlesschickenbreast"", ""boneless chicken breast"", ""boneless-chicken-breast"", ""bonelesschickenbreast"", ""haşlanmış tavuk"", ""haşlanmış-tavuk"", ""haşlanmıştavuk"", ""haslanmis-tavuk"", ""haslanmis tavuk"", ""haslanmistavuk"", ""ızgara tavuk göğsü"", ""ızgara-tavuk-göğsü"", ""ızgaratavukgöğsü"", ""izgara-tavuk-gogsu"", ""izgara tavuk gogsu"", ""izgaratavukgogsu"", ""tavuk fileto"", ""tavuk-fileto"", ""tavukfileto""]",t,f,36,False
0356b1f4-da25-4916-82b2-067411f1cd87,Kapya Biber,f,f,Kapya Biber,"[""Kapya Biber"", ""kapya-biber"", ""kapyabiber"", ""capia pepper"", ""capia-pepper"", ""capiapepper"", ""red capia pepper"", ""red-capia-pepper"", ""redcapiapepper"", ""sweet red pepper"", ""sweet-red-pepper"", ""sweetredpepper"", ""kırmızı biber"", ""kırmızı-biber"", ""kırmızıbiber"", ""kirmizi-biber"", ""kirmizi biber"", ""kirmizibiber"", ""red pepper"", ""red-pepper"", ""redpepper"", ""red bell pepper"", ""red-bell-pepper"", ""redbellpepper"", ""paprika pepper"", ""paprika-pepper"", ""paprikapepper"", ""dolmalık biber"", ""dolmalık-biber"", ""dolmalıkbiber"", ""dolmalik-biber"", ""dolmalik biber"", ""dolmalikbiber""]",t,f,33,False
0385948b-ecfa-44b1-a7a6-6a87e830112b,Laktozsuz Yoğurt,f,f,Laktozsuz Yoğurt,"[""Laktozsuz Yoğurt"", ""laktozsuz-yoğurt"", ""laktozsuzyoğurt"", ""laktozsuz-yogurt"", ""laktozsuz yogurt"", ""laktozsuzyogurt"", ""lactose free yogurt"", ""lactose-free-yogurt"", ""lactosefreeyogurt"", ""lactose-free yogurt"", ""lactose-freeyogurt"", ""lactose free yoghurt"", ""lactose-free-yoghurt"", ""lactosefreeyoghurt"", ""laktoz-free yoğurt"", ""laktoz-free-yoğurt"", ""laktoz-freeyoğurt"", ""laktoz-free-yogurt"", ""laktoz-free yogurt"", ""laktoz-freeyogurt"", ""laktoz free yoğurt"", ""laktozfreeyoğurt"", ""laktoz free yogurt"", ""laktozfreeyogurt""]",t,f,24,False
05216906-518c-4ca1-83db-06617737785a,Çipura,f,f,Çipura,"[""Çipura"", ""cipura"", ""sea bream"", ""sea-bream"", ""seabream"", ""gilthead bream"", ""gilthead-bream"", ""giltheadbream"", ""taze çipura"", ""taze-çipura"", ""tazeçipura"", ""taze-cipura"", ""taze cipura"", ""tazecipura""]",t,f,14,False
05416994-3afa-4949-bda6-6877542fafb4,Ton Balığı,f,f,Ton Balığı,"[""Ton Balığı"", ""ton-balığı"", ""tonbalığı"", ""ton-baligi"", ""ton baligi"", ""tonbaligi"", ""tuna"", ""tuna fish"", ""tuna-fish"", ""tunafish"", ""canned tuna"", ""canned-tuna"", ""cannedtuna"", ""konserve ton balığı"", ""konserve-ton-balığı"", ""konservetonbalığı"", ""konserve-ton-baligi"", ""konserve ton baligi"", ""konservetonbaligi"", ""su da ton balığı"", ""su-da-ton-balığı"", ""sudatonbalığı"", ""su-da-ton-baligi"", ""su da ton baligi"", ""sudatonbaligi"", ""sıvı yağda ton"", ""sıvı-yağda-ton"", ""sıvıyağdaton"", ""sivi-yagda-ton"", ""sivi yagda ton"", ""siviyagdaton""]",t,f,31,False
06931627-3735-4d36-9db7-875f18634a9b,Kahve,f,f,Kahve,"[""Kahve"", ""coffee"", ""turkish coffee"", ""turkish-coffee"", ""turkishcoffee"", ""filter coffee"", ""filter-coffee"", ""filtercoffee"", ""espresso"", ""türk kahvesi"", ""türk-kahvesi"", ""türkkahvesi"", ""turk-kahvesi"", ""turk kahvesi"", ""turkkahvesi"", ""filtre kahve"", ""filtre-kahve"", ""filtrekahve""]",t,f,18,False
4777b4f6-e057-41c7-ba89-1dee2d441ce0,Acı Sos,f,f,Acı Sos,"[""Acı Sos"", ""acı-sos"", ""acısos"", ""aci-sos"", ""aci sos"", ""acisos"", ""hot sauce"", ""hot-sauce"", ""hotsauce"", ""chili sauce"", ""chili-sauce"", ""chilisauce""]",t,t,12,False
0cb0482a-015b-400c-9179-ecbc21f478e2,Badem Sütü,f,f,Badem Sütü,"[""Badem Sütü"", ""badem-sütü"", ""bademsütü"", ""badem-sutu"", ""badem sutu"", ""bademsutu"", ""almond milk"", ""almond-milk"", ""almondmilk"", ""unsweetened almond milk"", ""unsweetened-almond-milk"", ""unsweetenedalmondmilk"", ""badem milk"", ""badem-milk"", ""bademmilk"", ""unsweetened badem sütü"", ""unsweetened-badem-sütü"", ""unsweetenedbademsütü"", ""unsweetened-badem-sutu"", ""unsweetened badem sutu"", ""unsweetenedbademsutu""]",t,f,21,False
0d5163e9-e3ee-4e4e-bd65-e7d5eb3494a0,Beyaz Peynir,f,f,Beyaz Peynir,"[""Beyaz Peynir"", ""beyaz-peynir"", ""beyazpeynir"", ""white cheese"", ""white-cheese"", ""whitecheese"", ""feta"", ""feta cheese"", ""feta-cheese"", ""fetacheese"", ""feta peyniri"", ""feta-peyniri"", ""fetapeyniri"", ""tuzsuz beyaz peynir"", ""tuzsuz-beyaz-peynir"", ""tuzsuzbeyazpeynir"", ""inek peyniri"", ""inek-peyniri"", ""inekpeyniri""]",t,f,19,False
0eaa5036-76b7-422c-9440-a78b267b8a55,Mozzarella,f,f,Mozzarella,"[""Mozzarella"", ""mozzarella cheese"", ""mozzarella-cheese"", ""mozzarellacheese"", ""mozzarella peyniri"", ""mozzarella-peyniri"", ""mozzarellapeyniri"", ""taze mozzarella"", ""taze-mozzarella"", ""tazemozzarella""]",t,f,10,False
0f23fc66-48de-405f-9f9f-2121e959a952,Armut,f,f,Armut,"[""Armut"", ""pear"", ""pears"", ""sarı armut"", ""sarı-armut"", ""sarıarmut"", ""sari-armut"", ""sari armut"", ""sariarmut"", ""deveci armudu"", ""deveci-armudu"", ""deveciarmudu""]",t,f,12,False
101c7e25-8d5c-47e5-8b02-9ef2d4ba48b6,Cottage Cheese,f,f,Cottage Cheese,"[""Cottage Cheese"", ""cottage-cheese"", ""cottagecheese"", ""curd cheese"", ""curd-cheese"", ""curdcheese"", ""lor peyniri"", ""lor-peyniri"", ""lorpeyniri"", ""ricotta-like cheese"", ""ricotta-like-cheese"", ""ricotta-likecheese"", ""süzme lor"", ""süzme-lor"", ""süzmelor"", ""suzme-lor"", ""suzme lor"", ""suzmelor"", ""strained curd"", ""strained-curd"", ""strainedcurd""]",t,f,21,False
188dbc7c-8b68-403a-88b5-076e6d1968a8,Kabak,f,f,Kabak,"[""Kabak"", ""zucchini"", ""courgette"", ""yeşil kabak"", ""yeşil-kabak"", ""yeşilkabak"", ""yesil-kabak"", ""yesil kabak"", ""yesilkabak"", ""green zucchini"", ""green-zucchini"", ""greenzucchini"", ""sakız kabağı"", ""sakız-kabağı"", ""sakızkabağı"", ""sakiz-kabagi"", ""sakiz kabagi"", ""sakizkabagi""]",t,f,18,False
1ae0b784-572f-4a74-8d08-2f21a09524b5,Tahini,f,f,Tahini,"[""Tahini"", ""sesame paste"", ""sesame-paste"", ""sesamepaste"", ""susam ezmesi"", ""susam-ezmesi"", ""susamezmesi"", ""sesame butter"", ""sesame-butter"", ""sesamebutter"", ""beyaz tahin"", ""beyaz-tahin"", ""beyaztahin""]",t,f,13,False
1b2a0bdc-5e8d-4d11-87e7-2c4cf6fbf859,Keten Tohumu,f,f,Keten Tohumu,"[""Keten Tohumu"", ""keten-tohumu"", ""ketentohumu"", ""flaxseed"", ""flax seed"", ""flax-seed"", ""linseed"", ""öğütülmüş keten"", ""öğütülmüş-keten"", ""öğütülmüşketen"", ""ogutulmus-keten"", ""ogutulmus keten"", ""ogutulmusketen""]",t,f,13,False
1d5808bf-146e-430a-bb47-a1f7a9957c1a,Çilek,f,f,Çilek,"[""Çilek"", ""cilek"", ""strawberry"", ""strawberries"", ""taze çilek"", ""taze-çilek"", ""tazeçilek"", ""taze-cilek"", ""taze cilek"", ""tazecilek"", ""organik çilek"", ""organik-çilek"", ""organikçilek"", ""organik-cilek"", ""organik cilek"", ""organikcilek""]",t,f,16,False
1e1b89f3-0b31-44e6-9e31-510b9a06cb78,Şeftali,f,f,Şeftali,"[""Şeftali"", ""seftali"", ""peach"", ""peaches"", ""olgun şeftali"", ""olgun-şeftali"", ""olgunşeftali"", ""olgun-seftali"", ""olgun seftali"", ""olgunseftali"", ""beyaz şeftali"", ""beyaz-şeftali"", ""beyazşeftali"", ""beyaz-seftali"", ""beyaz seftali"", ""beyazseftali"", ""white peach"", ""white-peach"", ""whitepeach""]",t,f,19,False
239ebc0a-d1b5-4074-be7a-e901492d246b,Beyaz Ekmek,f,f,Beyaz Ekmek,"[""Beyaz Ekmek"", ""beyaz-ekmek"", ""beyazekmek"", ""white bread"", ""white-bread"", ""whitebread"", ""bread"", ""ekmek"", ""francala"", ""sandviç ekmeği"", ""sandviç-ekmeği"", ""sandviçekmeği"", ""sandvic-ekmegi"", ""sandvic ekmegi"", ""sandvicekmegi""]",t,f,15,False
23bb41d0-9bff-4f45-a1f2-82af7c64ae0e,Fındık,f,f,Fındık,"[""Fındık"", ""findik"", ""hazelnut"", ""hazelnuts"", ""iç fındık"", ""iç-fındık"", ""içfındık"", ""ic-findik"", ""ic findik"", ""icfindik"", ""kavrulmuş fındık"", ""kavrulmuş-fındık"", ""kavrulmuşfındık"", ""kavrulmus-findik"", ""kavrulmus findik"", ""kavrulmusfindik""]",t,f,16,False
29a87c93-3599-4421-9cad-219857a759f6,Ayçiçeği Çekirdeği,f,f,Ayçiçeği Çekirdeği,"[""Ayçiçeği Çekirdeği"", ""ayçiçeği-çekirdeği"", ""ayçiçeğiçekirdeği"", ""aycicegi-cekirdegi"", ""aycicegi cekirdegi"", ""aycicegicekirdegi"", ""sunflower seed"", ""sunflower-seed"", ""sunflowerseed"", ""sunflower seeds"", ""sunflower-seeds"", ""sunflowerseeds"", ""çiğlem"", ""ciglem""]",t,f,14,False
ab852f32-78fb-49fd-b8e4-6d244688adaf,Acı Toz Biber,f,f,Acı Toz Biber,"[""Acı Toz Biber"", ""acı-toz-biber"", ""acıtozbiber"", ""aci-toz-biber"", ""aci toz biber"", ""acitozbiber"", ""hot chili powder"", ""hot-chili-powder"", ""hotchilipowder"", ""red pepper powder"", ""red-pepper-powder"", ""redpepperpowder"", ""chili powder"", ""chili-powder"", ""chilipowder"", ""hot paprika"", ""hot-paprika"", ""hotpaprika"", ""aleppo pepper"", ""aleppo-pepper"", ""aleppopepper""]",t,t,21,False
39ecd883-60d2-49e3-9349-52c7e37953de,Fasulye,f,f,Fasulye,"[""Fasulye"", ""bean"", ""beans"", ""beyaz fasulye"", ""beyaz-fasulye"", ""beyazfasulye"", ""white bean"", ""white-bean"", ""whitebean"", ""white beans"", ""white-beans"", ""whitebeans"", ""kuru fasulye"", ""kuru-fasulye"", ""kurufasulye"", ""dry beans"", ""dry-beans"", ""drybeans"", ""dried beans"", ""dried-beans"", ""driedbeans"", ""pinto fasulye"", ""pinto-fasulye"", ""pintofasulye""]",t,f,24,False
3cdcc478-be97-4b83-9b74-065908373ec3,Hindistan Cevizi Yağı,f,f,Hindistan Cevizi Yağı,"[""Hindistan Cevizi Yağı"", ""hindistan-cevizi-yağı"", ""hindistanceviziyağı"", ""hindistan-cevizi-yagi"", ""hindistan cevizi yagi"", ""hindistanceviziyagi"", ""coconut oil"", ""coconut-oil"", ""coconutoil"", ""soğuk sıkım hindistan yağı"", ""soğuk-sıkım-hindistan-yağı"", ""soğuksıkımhindistanyağı"", ""soguk-sikim-hindistan-yagi"", ""soguk sikim hindistan yagi"", ""soguksikimhindistanyagi""]",t,f,15,False
42e07df2-1177-4c96-85ee-f05569551848,Susam,f,f,Susam,"[""Susam"", ""sesame"", ""sesame seed"", ""sesame-seed"", ""sesameseed"", ""sesame seeds"", ""sesame-seeds"", ""sesameseeds"", ""beyaz susam"", ""beyaz-susam"", ""beyazsusam"", ""white sesame"", ""white-sesame"", ""whitesesame"", ""white sesame seeds"", ""white-sesame-seeds"", ""whitesesameseeds"", ""susam tohumu"", ""susam-tohumu"", ""susamtohumu""]",t,f,20,False
469ed2da-795d-4bc4-a55a-c7d90e415c60,Brokoli,f,f,Brokoli,"[""Brokoli"", ""broccoli"", ""taze brokoli"", ""taze-brokoli"", ""tazebrokoli"", ""dondurulmuş brokoli"", ""dondurulmuş-brokoli"", ""dondurulmuşbrokoli"", ""dondurulmus-brokoli"", ""dondurulmus brokoli"", ""dondurulmusbrokoli""]",t,f,11,False
4b839a14-7087-47cf-91e6-3a2d66d5c7ee,Yoğurt,f,f,Yoğurt,"[""Yoğurt"", ""yogurt"", ""yoghurt"", ""plain yogurt"", ""plain-yogurt"", ""plainyogurt"", ""süt yoğurdu"", ""süt-yoğurdu"", ""sütyoğurdu"", ""sut-yogurdu"", ""sut yogurdu"", ""sutyogurdu""]",t,f,12,False
4db65ffb-eca0-40e1-a221-cc19f21c0a4e,Bezelye,f,f,Bezelye,"[""Bezelye"", ""peas"", ""green peas"", ""green-peas"", ""greenpeas"", ""yeşil bezelye"", ""yeşil-bezelye"", ""yeşilbezelye"", ""yesil-bezelye"", ""yesil bezelye"", ""yesilbezelye"", ""green pea"", ""green-pea"", ""greenpea"", ""dondurulmuş bezelye"", ""dondurulmuş-bezelye"", ""dondurulmuşbezelye"", ""dondurulmus-bezelye"", ""dondurulmus bezelye"", ""dondurulmusbezelye"", ""taze bezelye"", ""taze-bezelye"", ""tazebezelye""]",t,f,23,False
50f1616b-84fe-4e9c-9f8b-123062153920,Laktozsuz Süt,f,f,Laktozsuz Süt,"[""Laktozsuz Süt"", ""laktozsuz-süt"", ""laktozsuzsüt"", ""laktozsuz-sut"", ""laktozsuz sut"", ""laktozsuzsut"", ""lactose free milk"", ""lactose-free-milk"", ""lactosefreemilk"", ""lactose-free milk"", ""lactose-freemilk"", ""laktozsuz inek sütü"", ""laktozsuz-inek-sütü"", ""laktozsuzineksütü"", ""laktozsuz-inek-sutu"", ""laktozsuz inek sutu"", ""laktozsuzineksutu"", ""laktoz-free süt"", ""laktoz-free-süt"", ""laktoz-freesüt"", ""laktoz-free-sut"", ""laktoz-free sut"", ""laktoz-freesut"", ""laktoz free süt"", ""laktozfreesüt"", ""laktoz free sut"", ""laktozfreesut""]",t,f,27,False
535e01d4-e726-4414-8830-07ce3185ee3b,Kinoa,f,f,Kinoa,"[""Kinoa"", ""quinoa"", ""quinoa taneleri"", ""quinoa-taneleri"", ""quinoataneleri""]",t,f,5,False
54d48273-8473-4aef-98cf-6cce4a088ace,Hamsi,f,f,Hamsi,"[""Hamsi"", ""anchovy"", ""anchovies"", ""taze hamsi"", ""taze-hamsi"", ""tazehamsi"", ""hamsikoli""]",t,f,7,False
56fd23e9-e4d0-43fe-9879-ef1d9eb88eda,Nohut,f,f,Nohut,"[""Nohut"", ""chickpea"", ""chickpeas"", ""garbanzo bean"", ""garbanzo-bean"", ""garbanzobean"", ""haşlanmış nohut"", ""haşlanmış-nohut"", ""haşlanmışnohut"", ""haslanmis-nohut"", ""haslanmis nohut"", ""haslanmisnohut"", ""konserve nohut"", ""konserve-nohut"", ""konservenohut"", ""kuru nohut"", ""kuru-nohut"", ""kurunohut"", ""dry chickpea"", ""dry-chickpea"", ""drychickpea""]",t,f,21,False
570c2962-4b06-4097-8036-407b191f4848,Süt,f,f,Süt,"[""Süt"", ""sut"", ""milk"", ""whole milk"", ""whole-milk"", ""wholemilk"", ""inek sütü"", ""inek-sütü"", ""ineksütü"", ""inek-sutu"", ""inek sutu"", ""ineksutu"", ""tam yağlı süt"", ""tam-yağlı-süt"", ""tamyağlısüt"", ""tam-yagli-sut"", ""tam yagli sut"", ""tamyaglisut"", ""yarım yağlı süt"", ""yarım-yağlı-süt"", ""yarımyağlısüt"", ""yarim-yagli-sut"", ""yarim yagli sut"", ""yarimyaglisut""]",t,f,24,False
587d052d-5ed5-4174-b9b0-9db290676f99,Levrek,f,f,Levrek,"[""Levrek"", ""sea bass"", ""sea-bass"", ""seabass"", ""çipura levrek"", ""çipura-levrek"", ""çipuralevrek"", ""cipura-levrek"", ""cipura levrek"", ""cipuralevrek"", ""sea bream sea bass"", ""sea-bream-sea-bass"", ""seabreamseabass""]",t,f,13,False
5b31832e-c962-4959-8366-0d823846942f,Elma,f,f,Elma,"[""Elma"", ""apple"", ""apples"", ""kırmızı elma"", ""kırmızı-elma"", ""kırmızıelma"", ""kirmizi-elma"", ""kirmizi elma"", ""kirmizielma"", ""red apple"", ""red-apple"", ""redapple"", ""yeşil elma"", ""yeşil-elma"", ""yeşilelma"", ""yesil-elma"", ""yesil elma"", ""yesilelma"", ""green apple"", ""green-apple"", ""greenapple"", ""granny smith"", ""granny-smith"", ""grannysmith""]",t,f,24,False
5c9e9e8e-7969-4c4d-a0c2-a06893cdadcc,Portakal,f,f,Portakal,"[""Portakal"", ""orange"", ""oranges"", ""kan portakalı"", ""kan-portakalı"", ""kanportakalı"", ""kan-portakali"", ""kan portakali"", ""kanportakali"", ""navel portakal"", ""navel-portakal"", ""navelportakal""]",t,f,12,False
cc4b8e59-f41d-44b7-b2ec-6d4a2bdfc569,Adaçayı,f,f,Adaçayı,"[""Adaçayı"", ""adacayi"", ""sage"", ""taze adaçayı"", ""taze-adaçayı"", ""tazeadaçayı"", ""taze-adacayi"", ""taze adacayi"", ""tazeadacayi""]",t,t,9,False
5dd13ea7-efdf-47db-a622-863d76173ade,Hindi Göğsü,f,f,Hindi Göğsü,"[""Hindi Göğsü"", ""hindi-göğsü"", ""hindigöğsü"", ""hindi-gogsu"", ""hindi gogsu"", ""hindigogsu"", ""turkey breast"", ""turkey-breast"", ""turkeybreast"", ""turkey fillet"", ""turkey-fillet"", ""turkeyfillet"", ""hindi fileto"", ""hindi-fileto"", ""hindifileto"", ""ızgara hindi"", ""ızgara-hindi"", ""ızgarahindi"", ""izgara-hindi"", ""izgara hindi"", ""izgarahindi""]",t,f,21,False
600d7dae-1651-4144-95cd-736c0528ceda,Patates,f,f,Patates,"[""Patates"", ""potato"", ""potatoes"", ""sarı patates"", ""sarı-patates"", ""sarıpatates"", ""sari-patates"", ""sari patates"", ""saripatates"", ""tatlı patates"", ""tatlı-patates"", ""tatlıpatates"", ""tatli-patates"", ""tatli patates"", ""tatlipatates"", ""kumpir patatesi"", ""kumpir-patatesi"", ""kumpirpatatesi""]",t,f,18,False
63e390b7-86e3-474c-b8d6-78b4a7c42add,Yer Fıstığı Ezmesi,f,f,Yer Fıstığı Ezmesi,"[""Yer Fıstığı Ezmesi"", ""yer-fıstığı-ezmesi"", ""yerfıstığıezmesi"", ""yer-fistigi-ezmesi"", ""yer fistigi ezmesi"", ""yerfistigiezmesi"", ""peanut butter"", ""peanut-butter"", ""peanutbutter"", ""fıstık ezmesi"", ""fıstık-ezmesi"", ""fıstıkezmesi"", ""fistik-ezmesi"", ""fistik ezmesi"", ""fistikezmesi""]",t,f,15,False
64cd2040-58b2-4902-9e05-c7a80be552f6,Edamame,f,f,Edamame,"[""Edamame"", ""edamame beans"", ""edamame-beans"", ""edamamebeans"", ""soya fasulyesi"", ""soya-fasulyesi"", ""soyafasulyesi"", ""haşlanmış edamame"", ""haşlanmış-edamame"", ""haşlanmışedamame"", ""haslanmis-edamame"", ""haslanmis edamame"", ""haslanmisedamame""]",t,f,13,False
67553071-9e7f-46f0-a245-2d3cfc6737f0,Soya Sütü,f,f,Soya Sütü,"[""Soya Sütü"", ""soya-sütü"", ""soyasütü"", ""soya-sutu"", ""soya sutu"", ""soyasutu"", ""soy milk"", ""soy-milk"", ""soymilk"", ""soya bazlı süt"", ""soya-bazlı-süt"", ""soyabazlısüt"", ""soya-bazli-sut"", ""soya bazli sut"", ""soyabazlisut""]",t,f,15,False
6a19004e-24f4-422b-ad93-2ea65510688e,Barbunya,f,f,Barbunya,"[""Barbunya"", ""borlotti beans"", ""borlotti-beans"", ""borlottibeans"", ""cranberry beans"", ""cranberry-beans"", ""cranberrybeans"", ""pinto fasulyesi"", ""pinto-fasulyesi"", ""pintofasulyesi"", ""barbunya pilaki"", ""barbunya-pilaki"", ""barbunyapilaki""]",t,f,13,False
6cd49310-aace-4480-825f-813e16fe1f39,Kivi,f,f,Kivi,"[""Kivi"", ""kiwi"", ""kiwifruit"", ""taze kivi"", ""taze-kivi"", ""tazekivi"", ""yeşil kivi"", ""yeşil-kivi"", ""yeşilkivi"", ""yesil-kivi"", ""yesil kivi"", ""yesilkivi"", ""green kiwi"", ""green-kiwi"", ""greenkiwi""]",t,f,15,False
7328fa64-5f57-41b1-aeb0-c656f5a8fbb3,Makarna,f,f,Makarna,"[""Makarna"", ""pasta"", ""spagetti"", ""penne"", ""fusilli"", ""rigatoni""]",t,f,6,False
79d41df7-c85b-4298-88c9-3c98eed77a0e,Tarçın,f,f,Tarçın,"[""Tarçın"", ""tarcin"", ""cinnamon"", ""çubuk tarçın"", ""çubuk-tarçın"", ""çubuktarçın"", ""cubuk-tarcin"", ""cubuk tarcin"", ""cubuktarcin"", ""toz tarçın"", ""toz-tarçın"", ""toztarçın"", ""toz-tarcin"", ""toz tarcin"", ""toztarcin"", ""powder cinnamon"", ""powder-cinnamon"", ""powdercinnamon""]",t,f,18,False
7b22f7e8-658a-433c-b41f-bb4f04fe903c,Ceviz,f,f,Ceviz,"[""Ceviz"", ""walnut"", ""walnuts"", ""taze ceviz"", ""taze-ceviz"", ""tazeceviz"", ""iç ceviz"", ""iç-ceviz"", ""içceviz"", ""ic-ceviz"", ""ic ceviz"", ""icceviz""]",t,f,12,False
7e0e800d-63a3-464d-bccf-38813625795d,Salatalık,f,f,Salatalık,"[""Salatalık"", ""salatalik"", ""cucumber"", ""cucumbers"", ""taze salatalık"", ""taze-salatalık"", ""tazesalatalık"", ""taze-salatalik"", ""taze salatalik"", ""tazesalatalik"", ""turşu salatalık"", ""turşu-salatalık"", ""turşusalatalık"", ""tursu-salatalik"", ""tursu salatalik"", ""tursusalatalik""]",t,f,16,False
81bd61ae-7fb0-47ad-862f-a7ef6e51bc71,Arpa,f,f,Arpa,"[""Arpa"", ""barley"", ""arpa taneleri"", ""arpa-taneleri"", ""arpataneleri""]",t,f,5,False
839f7542-aec7-4fcc-8a59-461f0f70fee3,Kuzu Eti,f,f,Kuzu Eti,"[""Kuzu Eti"", ""kuzu-eti"", ""kuzueti"", ""lamb"", ""lamb meat"", ""lamb-meat"", ""lambmeat"", ""kuzu pirzola"", ""kuzu-pirzola"", ""kuzupirzola"", ""kuzu kol"", ""kuzu-kol"", ""kuzukol"", ""kuzu kıyma"", ""kuzu-kıyma"", ""kuzukıyma"", ""kuzu-kiyma"", ""kuzu kiyma"", ""kuzukiyma"", ""lamb mince"", ""lamb-mince"", ""lambmince""]",t,f,22,False
