Id,RecipeId,IngredientId,Role,Quantity,Unit,CreatedAtUtc
cd115bff-883b-5c75-a393-246f411647ea,caa92266-b50e-578c-846a-73dce2002526,4aa734a0-82be-4946-95ac-eef167abfdb6,Mandatory,1.00,adet,2026-04-19 09:15:00.000000+00
4c6a446a-38f2-59a1-818d-bd613773d3e8,caa92266-b50e-578c-846a-73dce2002526,5dd13ea7-efdf-47db-a622-863d76173ade,Mandatory,120.00,gram,2026-04-19 09:19:00.000000+00
bad55588-a3a9-5eec-ae03-c360f280ca2d,caa92266-b50e-578c-846a-73dce2002526,ee00000d-0000-0000-0000-000000000000,Mandatory,80.00,gram,2026-04-19 09:23:00.000000+00
58906fde-03d7-59cc-b0d1-2286c917deaa,caa92266-b50e-578c-846a-73dce2002526,5c061912-16b1-5e7a-9046-43d3c488fbd6,Optional,30.00,gram,2026-04-19 09:27:00.000000+00
0a1f4c71-cdb0-5790-a14a-22eca4678934,caa92266-b50e-578c-846a-73dce2002526,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-19 09:31:00.000000+00
12d17516-1cce-5ecd-983a-9eca09e11f8c,775d6c99-f437-5a1c-b1d7-8ab0e620f5e4,587d052d-5ed5-4174-b9b0-9db290676f99,Mandatory,140.00,gram,2026-04-19 09:30:00.000000+00
90581f92-775e-532b-8976-19555ac2aa02,775d6c99-f437-5a1c-b1d7-8ab0e620f5e4,7eb5b21b-fa17-4830-a4f1-b2aa2f62d68a,Mandatory,120.00,gram,2026-04-19 09:34:00.000000+00
384d6094-825f-515c-9bb9-83cf5173f7a4,775d6c99-f437-5a1c-b1d7-8ab0e620f5e4,469ed2da-795d-4bc4-a55a-c7d90e415c60,Mandatory,100.00,gram,2026-04-19 09:38:00.000000+00
3f1bbae9-cf51-593d-a67f-25f49e8e2068,775d6c99-f437-5a1c-b1d7-8ab0e620f5e4,ee000031-0000-0000-0000-000000000000,Flavoring,10.00,ml,2026-04-19 09:42:00.000000+00
eac6923a-a264-5468-be09-3af9a36a4ede,775d6c99-f437-5a1c-b1d7-8ab0e620f5e4,ee00001f-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 09:46:00.000000+00
991efbeb-a638-5b8b-8274-5e116bdff12e,3c72926c-d0e0-54bb-99e9-a17d0349db6d,ee000013-0000-0000-0000-000000000000,Mandatory,2.00,adet,2026-04-19 09:45:00.000000+00
3ef0dbdb-3c16-5956-9b70-6f785ccd465d,3c72926c-d0e0-54bb-99e9-a17d0349db6d,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,100.00,gram,2026-04-19 09:49:00.000000+00
adc7da01-fba1-537c-91b5-e6c573aa2b93,3c72926c-d0e0-54bb-99e9-a17d0349db6d,511a2389-7ef2-5361-9455-595e7100e11e,Mandatory,55.00,gram,2026-04-19 09:53:00.000000+00
0db03621-a8fd-550c-bf3e-80442aeef164,3c72926c-d0e0-54bb-99e9-a17d0349db6d,ee00000e-0000-0000-0000-000000000000,Optional,50.00,gram,2026-04-19 09:57:00.000000+00
10eb81cd-f02d-5a83-b18f-b152b6bcfa92,3c72926c-d0e0-54bb-99e9-a17d0349db6d,81f5d70b-f243-4753-8444-823e41554858,Flavoring,2.00,gram,2026-04-19 10:01:00.000000+00
38b7e92c-b397-552e-be40-2ab33b486d48,1df952df-afff-59d3-ae4c-3e4551ef4fd2,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,120.00,gram,2026-04-19 10:00:00.000000+00
15d077cf-7891-5b0e-9694-cf03421ab395,1df952df-afff-59d3-ae4c-3e4551ef4fd2,ee000014-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 10:04:00.000000+00
a8fd10c9-69c3-515d-9f14-2ffc23af7064,1df952df-afff-59d3-ae4c-3e4551ef4fd2,4d4b69f8-ee5b-4ada-a9d3-a3ec5e05eef1,Optional,1.00,adet,2026-04-19 10:08:00.000000+00
cb114403-7c52-5359-829d-65eb45cb29d6,1df952df-afff-59d3-ae4c-3e4551ef4fd2,704d8747-e898-52a2-9218-f7aef1196f65,Optional,25.00,gram,2026-04-19 10:12:00.000000+00
84b45b68-03f4-5f41-89de-78a6c58cfb19,1df952df-afff-59d3-ae4c-3e4551ef4fd2,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-19 10:16:00.000000+00
f544c640-9480-5c24-83d2-5efaf64e5acd,0114b3d4-4f21-5039-b288-b193c8472fe1,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,130.00,gram,2026-04-19 10:15:00.000000+00
b475a01d-ee88-56e8-a573-5e1573328f49,0114b3d4-4f21-5039-b288-b193c8472fe1,ee000010-0000-0000-0000-000000000000,Mandatory,100.00,gram,2026-04-19 10:19:00.000000+00
9865b47d-bbda-5eca-b20f-8ff4961fb5c6,0114b3d4-4f21-5039-b288-b193c8472fe1,ee000013-0000-0000-0000-000000000000,Mandatory,80.00,gram,2026-04-19 10:23:00.000000+00
7920edf6-489b-5269-8f67-72cdfbf0c25a,0114b3d4-4f21-5039-b288-b193c8472fe1,ee000031-0000-0000-0000-000000000000,Flavoring,8.00,ml,2026-04-19 10:27:00.000000+00
8d062e97-398c-54ff-a6b7-7ab2cd91b737,0114b3d4-4f21-5039-b288-b193c8472fe1,311104cb-92a8-4e64-bb18-d22461effebe,Flavoring,2.00,gram,2026-04-19 10:31:00.000000+00
12a0accd-c277-56f2-93c9-2a0b796bcba0,03e093cf-81e7-5185-b787-27f7eda2d613,ee000029-0000-0000-0000-000000000000,Mandatory,60.00,gram,2026-04-19 10:30:00.000000+00
8a876ff1-8566-5ae7-aa5a-7b82551afb1a,03e093cf-81e7-5185-b787-27f7eda2d613,ee000116-0000-0000-0000-000000000000,Mandatory,120.00,gram,2026-04-19 10:34:00.000000+00
e68e5014-67d8-5348-84cb-97cb4657fa4c,03e093cf-81e7-5185-b787-27f7eda2d613,dc544854-1335-49b3-be7c-751496dca301,Mandatory,90.00,gram,2026-04-19 10:38:00.000000+00
56752f4e-cf48-5765-8c46-9467d6c359d3,03e093cf-81e7-5185-b787-27f7eda2d613,ee000031-0000-0000-0000-000000000000,Flavoring,8.00,ml,2026-04-19 10:42:00.000000+00
7964255c-151d-5a79-bd31-8a5feb352876,03e093cf-81e7-5185-b787-27f7eda2d613,29f6d894-da5c-42bb-b47f-1958ea378b11,Flavoring,2.00,gram,2026-04-19 10:46:00.000000+00
ce8456b4-73ba-5495-93e4-35dcf92b871d,d432fdda-d78a-5968-adde-dedaefd2baf7,cacf61d5-ec4e-5d49-8427-8a5115f1f130,Mandatory,70.00,gram,2026-04-19 10:45:00.000000+00
ec47a257-6e3d-5acc-a1cf-21bbb0608a13,d432fdda-d78a-5968-adde-dedaefd2baf7,ee000116-0000-0000-0000-000000000000,Mandatory,110.00,gram,2026-04-19 10:49:00.000000+00
a7fcf921-5e3a-51f6-affa-7984a44b02e8,d432fdda-d78a-5968-adde-dedaefd2baf7,469ed2da-795d-4bc4-a55a-c7d90e415c60,Mandatory,80.00,gram,2026-04-19 10:53:00.000000+00
91da1f69-5ba9-567f-b8c0-7c901c801715,d432fdda-d78a-5968-adde-dedaefd2baf7,9131cbaa-899e-5906-bb10-7847db3f2a3d,Optional,60.00,gram,2026-04-19 10:57:00.000000+00
7f295a41-be8e-568c-aa66-6396fa40defb,d432fdda-d78a-5968-adde-dedaefd2baf7,81f5d70b-f243-4753-8444-823e41554858,Flavoring,2.00,gram,2026-04-19 11:01:00.000000+00
91980ef2-5306-5c98-9b6e-fd9c059187d2,e21776f5-d88c-52ea-bb19-b09e024639c5,e2653cd5-1e76-4bc3-9bba-0d326188848c,Mandatory,40.00,gram,2026-04-19 11:00:00.000000+00
04636660-fd4e-597a-80eb-0191292170af,e21776f5-d88c-52ea-bb19-b09e024639c5,ee000005-0000-0000-0000-000000000000,Mandatory,160.00,gram,2026-04-19 11:04:00.000000+00
a5af050b-13ec-506b-b54a-895aadb470c4,e21776f5-d88c-52ea-bb19-b09e024639c5,1d5808bf-146e-430a-bb47-a1f7a9957c1a,Mandatory,100.00,gram,2026-04-19 11:08:00.000000+00
fe5586ba-51a8-51db-9d4a-7604fbecb6aa,e21776f5-d88c-52ea-bb19-b09e024639c5,d561de1d-82b1-55b7-882d-ace004cd4f47,Optional,12.00,gram,2026-04-19 11:12:00.000000+00
f7fdb59e-a794-56cb-8f2b-19a9187d6efc,e21776f5-d88c-52ea-bb19-b09e024639c5,b78e1c05-a1b9-4dc3-9a93-9ff258747629,Flavoring,2.00,gram,2026-04-19 11:16:00.000000+00
67056a7a-2320-59a6-b179-77b415ba5505,a8cd0cce-ecfa-51d9-8704-6682851d6fde,f679a0cd-7f1b-49d2-b3bd-3c37c8e8fa1b,Mandatory,2.00,dilim,2026-04-19 11:15:00.000000+00
462c7114-c6eb-56ca-bbf2-77aacd22b64b,a8cd0cce-ecfa-51d9-8704-6682851d6fde,c41a4718-ee76-4a17-a862-778b525aff88,Mandatory,100.00,gram,2026-04-19 11:19:00.000000+00
962b917c-d7ff-59b9-8d76-a2f03e714bf3,a8cd0cce-ecfa-51d9-8704-6682851d6fde,ee000014-0000-0000-0000-000000000000,Mandatory,70.00,gram,2026-04-19 11:23:00.000000+00
96668bd5-1b16-560a-bf64-d6dd5fa4f03b,a8cd0cce-ecfa-51d9-8704-6682851d6fde,8025d902-d108-54f1-8098-dda56a0f86b9,Optional,25.00,gram,2026-04-19 11:27:00.000000+00
87d79bcb-8111-59b9-ae49-74bff2a26cb1,a8cd0cce-ecfa-51d9-8704-6682851d6fde,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-19 11:31:00.000000+00
c014b662-b394-54c5-85e9-25bf70bf8abb,38204b45-fa42-5fa8-b053-fb6d4c5d4702,5dd13ea7-efdf-47db-a622-863d76173ade,Mandatory,140.00,gram,2026-04-19 11:30:00.000000+00
48123591-914d-504f-b77e-490ff430e69a,38204b45-fa42-5fa8-b053-fb6d4c5d4702,511a2389-7ef2-5361-9455-595e7100e11e,Mandatory,60.00,gram,2026-04-19 11:34:00.000000+00
bd4bea17-bb4a-543b-bc3a-b2cb0949c366,38204b45-fa42-5fa8-b053-fb6d4c5d4702,7eb5b21b-fa17-4830-a4f1-b2aa2f62d68a,Mandatory,90.00,gram,2026-04-19 11:38:00.000000+00
b58e5f2e-b098-5608-bee0-8de4e805d7f0,38204b45-fa42-5fa8-b053-fb6d4c5d4702,ee000031-0000-0000-0000-000000000000,Flavoring,8.00,ml,2026-04-19 11:42:00.000000+00
8e33b950-46eb-51a7-8160-92d2c9aea048,38204b45-fa42-5fa8-b053-fb6d4c5d4702,29f6d894-da5c-42bb-b47f-1958ea378b11,Flavoring,2.00,gram,2026-04-19 11:46:00.000000+00
b03bd8c7-b043-5351-b06e-f7afa1fb6283,6f106ac6-cfcb-5768-847b-77d5130c270f,e2653cd5-1e76-4bc3-9bba-0d326188848c,Mandatory,50.00,gram,2026-04-19 11:45:00.000000+00
c8e52736-8b00-55b5-b364-5de6c6deea5a,6f106ac6-cfcb-5768-847b-77d5130c270f,ee000005-0000-0000-0000-000000000000,Mandatory,180.00,gram,2026-04-19 11:49:00.000000+00
c9d85988-8603-5199-baff-5c6869eafb4c,6f106ac6-cfcb-5768-847b-77d5130c270f,1e1b89f3-0b31-44e6-9e31-510b9a06cb78,Mandatory,1.00,adet,2026-04-19 11:53:00.000000+00
f3867955-292f-5073-ad83-a025fcf58c2f,6f106ac6-cfcb-5768-847b-77d5130c270f,1b2a0bdc-5e8d-4d11-87e7-2c4cf6fbf859,Optional,15.00,gram,2026-04-19 11:57:00.000000+00
fe06dcbd-761a-545c-98ea-28712af754a3,6f106ac6-cfcb-5768-847b-77d5130c270f,79d41df7-c85b-4298-88c9-3c98eed77a0e,Flavoring,2.00,gram,2026-04-19 12:01:00.000000+00
64034f72-a666-53c4-bafb-0bc0fb5d28a3,d361ea76-e5c7-58ae-9b3d-6e0b04b29b1f,4d4b69f8-ee5b-4ada-a9d3-a3ec5e05eef1,Mandatory,2.00,adet,2026-04-19 12:00:00.000000+00
25509499-a61b-54b9-a263-cde181ec132a,d361ea76-e5c7-58ae-9b3d-6e0b04b29b1f,ee00000e-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 12:04:00.000000+00
80fa5660-6751-5bc3-ad56-dece973ebc14,d361ea76-e5c7-58ae-9b3d-6e0b04b29b1f,ee000013-0000-0000-0000-000000000000,Mandatory,70.00,gram,2026-04-19 12:08:00.000000+00
5a475fea-af95-59d9-9497-e0616cb30b2b,d361ea76-e5c7-58ae-9b3d-6e0b04b29b1f,ee000002-0000-0000-0000-000000000000,Optional,40.00,gram,2026-04-19 12:12:00.000000+00
4862fcc1-b0d1-5c61-9cb8-db203bedbc4f,d361ea76-e5c7-58ae-9b3d-6e0b04b29b1f,ee000019-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 12:16:00.000000+00
2a50d303-537b-5626-bc61-ec8f1691d88c,47de80dd-6aba-5efc-ab11-b7e90e791096,ee000005-0000-0000-0000-000000000000,Mandatory,150.00,gram,2026-04-19 12:15:00.000000+00
173be41b-9eab-5e24-8530-f4453a813873,47de80dd-6aba-5efc-ab11-b7e90e791096,6cd49310-aace-4480-825f-813e16fe1f39,Mandatory,1.00,adet,2026-04-19 12:19:00.000000+00
ddfd1d57-52f7-552a-b4fa-d87c58b31e18,47de80dd-6aba-5efc-ab11-b7e90e791096,1d5808bf-146e-430a-bb47-a1f7a9957c1a,Mandatory,100.00,gram,2026-04-19 12:23:00.000000+00
0162752b-4844-53d8-bc09-bf68509f5805,47de80dd-6aba-5efc-ab11-b7e90e791096,ee000010-0000-0000-0000-000000000000,Optional,40.00,gram,2026-04-19 12:27:00.000000+00
b5b5bbcb-332d-5f3f-952b-6fdca22f9d9f,47de80dd-6aba-5efc-ab11-b7e90e791096,75fb87e9-c409-45e5-8d5c-b01ebb4921f1,Flavoring,1.00,gram,2026-04-19 12:31:00.000000+00
9f659d9a-885b-585c-bcd8-162cc403d159,4f3382a3-74a6-5853-94dc-607c696f5bcb,ee00002f-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 12:30:00.000000+00
e01a7cea-85ee-501b-9d66-c2217313122a,4f3382a3-74a6-5853-94dc-607c696f5bcb,ee000010-0000-0000-0000-000000000000,Mandatory,140.00,gram,2026-04-19 12:34:00.000000+00
71c26759-79c8-593d-ad93-e129045d2fb2,4f3382a3-74a6-5853-94dc-607c696f5bcb,ee00000e-0000-0000-0000-000000000000,Optional,60.00,gram,2026-04-19 12:38:00.000000+00
5058b847-37c0-5bda-8181-0353d0549788,4f3382a3-74a6-5853-94dc-607c696f5bcb,ee000031-0000-0000-0000-000000000000,Flavoring,10.00,ml,2026-04-19 12:42:00.000000+00
869fa604-964f-5ed6-acc5-add12e46b5ec,4f3382a3-74a6-5853-94dc-607c696f5bcb,311104cb-92a8-4e64-bb18-d22461effebe,Flavoring,2.00,gram,2026-04-19 12:46:00.000000+00
b25d2b00-4bc7-5257-b1bf-b5769e73f962,9e9f7c1a-1766-5660-8a88-f6381fb742c7,ee000030-0000-0000-0000-000000000000,Mandatory,140.00,gram,2026-04-19 12:45:00.000000+00
395837ed-a6c7-5268-a6d4-2e1d4a7251a8,9e9f7c1a-1766-5660-8a88-f6381fb742c7,4aa734a0-82be-4946-95ac-eef167abfdb6,Mandatory,60.00,gram,2026-04-19 12:49:00.000000+00
93565fd8-e5df-52be-a398-25cc826b0b6f,9e9f7c1a-1766-5660-8a88-f6381fb742c7,ee000013-0000-0000-0000-000000000000,Mandatory,100.00,gram,2026-04-19 12:53:00.000000+00
c9e207e7-2f4e-55a9-817f-6f3e2c51303c,9e9f7c1a-1766-5660-8a88-f6381fb742c7,ee000031-0000-0000-0000-000000000000,Optional,8.00,ml,2026-04-19 12:57:00.000000+00
38049f35-197d-5956-8427-b13d81f0e489,9e9f7c1a-1766-5660-8a88-f6381fb742c7,ee00001f-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 13:01:00.000000+00
81c4b38d-1319-58e1-95da-f9c8da12d924,d52a7042-4ba5-592a-83f4-47eacda0b0ab,4aa734a0-82be-4946-95ac-eef167abfdb6,Mandatory,1.00,adet,2026-04-19 13:00:00.000000+00
56a557e3-45aa-5ced-9b85-b444e00bedc2,d52a7042-4ba5-592a-83f4-47eacda0b0ab,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,120.00,gram,2026-04-19 13:04:00.000000+00
e17b27d8-a47a-5a38-a4f1-0462ae80ecbb,d52a7042-4ba5-592a-83f4-47eacda0b0ab,ee00000e-0000-0000-0000-000000000000,Mandatory,80.00,gram,2026-04-19 13:08:00.000000+00
cfc6083f-ef08-5e19-9e39-752a67cc32e8,d52a7042-4ba5-592a-83f4-47eacda0b0ab,8025d902-d108-54f1-8098-dda56a0f86b9,Optional,30.00,gram,2026-04-19 13:12:00.000000+00
2774ce4b-20eb-5480-aca5-ad14d0ca2ccf,d52a7042-4ba5-592a-83f4-47eacda0b0ab,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-19 13:16:00.000000+00
b61fa572-15cb-552a-b642-0d547828cfb2,48c53f01-9d0f-5315-a6af-6a20c0ae39aa,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,140.00,gram,2026-04-19 13:15:00.000000+00
eded7beb-a7c2-5f3a-9008-ef6878c37c61,48c53f01-9d0f-5315-a6af-6a20c0ae39aa,469ed2da-795d-4bc4-a55a-c7d90e415c60,Mandatory,120.00,gram,2026-04-19 13:19:00.000000+00
344f1dec-887c-5b57-a00b-1bbdf7c10ac6,48c53f01-9d0f-5315-a6af-6a20c0ae39aa,e0ca00cc-387f-4ecd-88fe-bf60ea8bf2f9,Mandatory,100.00,gram,2026-04-19 13:23:00.000000+00
22f5e598-fa78-5dfe-b669-7e317684c4a0,48c53f01-9d0f-5315-a6af-6a20c0ae39aa,ee000031-0000-0000-0000-000000000000,Flavoring,10.00,ml,2026-04-19 13:27:00.000000+00
3a7c9454-d688-5704-bd3d-5561d4d765b9,48c53f01-9d0f-5315-a6af-6a20c0ae39aa,ee00001f-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 13:31:00.000000+00
d719ec94-bdca-57e2-b387-048f915d93b7,4d43952c-0b41-58cf-bc09-93ffa85b3a16,ee00000d-0000-0000-0000-000000000000,Mandatory,2.00,adet,2026-04-19 13:30:00.000000+00
20bab44d-e145-501e-aaec-ff044ee773ad,4d43952c-0b41-58cf-bc09-93ffa85b3a16,1b2472d6-97ef-57fa-bf07-4a9f68fc3b7d,Mandatory,100.00,gram,2026-04-19 13:34:00.000000+00
f9b457a9-0c29-52da-84b0-2da9d0ed0177,4d43952c-0b41-58cf-bc09-93ffa85b3a16,ee000029-0000-0000-0000-000000000000,Mandatory,55.00,gram,2026-04-19 13:38:00.000000+00
6775dd0e-9289-50dd-b3d6-eada42e51329,4d43952c-0b41-58cf-bc09-93ffa85b3a16,ee00000e-0000-0000-0000-000000000000,Optional,50.00,gram,2026-04-19 13:42:00.000000+00
32d60a96-52d3-5a1e-858c-c8e8557f7329,4d43952c-0b41-58cf-bc09-93ffa85b3a16,ee000019-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 13:46:00.000000+00
a929d837-c7dd-5cab-8c44-c93e1d9e4a21,acb651a4-cf2d-5d66-b584-4260a8d9b980,5dd13ea7-efdf-47db-a622-863d76173ade,Mandatory,120.00,gram,2026-04-19 13:45:00.000000+00
08d8f198-f706-5b7f-aae4-1886b914bcca,acb651a4-cf2d-5d66-b584-4260a8d9b980,ee000010-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 13:49:00.000000+00
98f55b53-3f11-5f1c-8f3f-525165d75330,acb651a4-cf2d-5d66-b584-4260a8d9b980,4d4b69f8-ee5b-4ada-a9d3-a3ec5e05eef1,Optional,1.00,adet,2026-04-19 13:53:00.000000+00
b9ef7b1d-3582-574d-8198-1d72254a3f85,acb651a4-cf2d-5d66-b584-4260a8d9b980,5c061912-16b1-5e7a-9046-43d3c488fbd6,Optional,25.00,gram,2026-04-19 13:57:00.000000+00
b63c4369-00dd-5f96-a634-4ecb0ddc0c0a,acb651a4-cf2d-5d66-b584-4260a8d9b980,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-19 14:01:00.000000+00
4f4dddc9-7c1b-50a3-87c2-48852605c323,8b63d813-5320-5815-b53c-31401a9f85fb,511a2389-7ef2-5361-9455-595e7100e11e,Mandatory,60.00,gram,2026-04-19 14:00:00.000000+00
54e80d24-7a52-56ed-b79f-8b7833585616,8b63d813-5320-5815-b53c-31401a9f85fb,1b2472d6-97ef-57fa-bf07-4a9f68fc3b7d,Mandatory,120.00,gram,2026-04-19 14:04:00.000000+00
f40366fa-fe2b-567f-8380-f20950a7792a,8b63d813-5320-5815-b53c-31401a9f85fb,ee000039-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 14:08:00.000000+00
f1a3e60e-4f1b-52b1-b8f9-15645a8cbad3,8b63d813-5320-5815-b53c-31401a9f85fb,ee000031-0000-0000-0000-000000000000,Flavoring,8.00,ml,2026-04-19 14:12:00.000000+00
29e13197-ce50-5245-9e21-f03a39e217b3,8b63d813-5320-5815-b53c-31401a9f85fb,ee000019-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-19 14:16:00.000000+00
9bd078dc-62d0-558e-b970-0cd959095b11,6f01d424-275b-5b8e-af69-9b18fbe4592d,df57c33b-ad12-4edd-b30a-526a6b5069e1,Mandatory,60.00,gram,2026-04-19 14:15:00.000000+00
aac5cf7f-551a-515a-a3ec-64699d91157d,6f01d424-275b-5b8e-af69-9b18fbe4592d,1b2472d6-97ef-57fa-bf07-4a9f68fc3b7d,Mandatory,120.00,gram,2026-04-19 14:19:00.000000+00
c957372b-9e0a-571a-9b08-9b802321fbd5,6f01d424-275b-5b8e-af69-9b18fbe4592d,ee000014-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-19 14:23:00.000000+00
